Id,itemDescription,InvoiceNum,Quantity
30686,soda,12070,1
30687,condensed milk,12070,1
30688,waffles,12070,1
30689,nut snack,12070,1
30690,brown bread,12071,1
30691,curd,12071,1
30692,beef,12072,1
30693,bottled water,12072,1
30694,citrus fruit,12073,1
30695,other vegetables,12073,1
30696,chicken,12074,1
30697,curd,12074,1
30698,napkins,12075,1
30699,skin care,12075,1
30700,tropical fruit,12076,1
30701,canned beer,12076,1
30702,beef,12077,1
30703,frankfurter,12077,1
30704,canned beer,12077,1
30705,pip fruit,12077,1
30706,brown bread,12077,1
30707,frozen vegetables,12077,1
30708,newspapers,12077,1
30709,misc. beverages,12077,1
30710,pork,12078,1
30711,pastry,12078,2
30712,onions,12079,1
30713,frankfurter,12080,1
30714,pip fruit,12080,1
30715,hygiene articles,12080,1
30716,tropical fruit,12081,1
30717,packaged fruit/vegetables,12081,1
30718,cereals,12081,1
30719,frankfurter,12082,1
30720,napkins,12082,1
30721,sausage,12083,1
30722,berries,12083,1
30723,dessert,12084,1
30724,other vegetables,12084,1
30725,citrus fruit,12085,1
30726,rolls/buns,12085,1
30727,whole milk,12085,1
30728,brown bread,12085,1
30729,other vegetables,12086,1
30730,frozen dessert,12086,1
30731,shopping bags,12086,1
30732,pet care,12087,1
30733,coffee,12087,1
30734,soda,12087,1
30735,yogurt,12088,1
30736,chicken,12088,1
30737,soda,12088,2
30738,yogurt,12089,1
30739,bottled water,12089,1
30740,pot plants,12089,1
30741,popcorn,12090,1
30742,cat food,12090,1
30743,coffee,12091,1
30744,whole milk,12091,1
30745,canned fruit,12091,1
30746,yogurt,12092,1
30747,brown bread,12092,1
30748,bottled water,12093,1
30749,brown bread,12093,1
30750,other vegetables,12094,1
30751,chocolate,12094,1
30752,white wine,12094,1
30753,sausage,12095,1
30754,detergent,12095,1
30755,hygiene articles,12095,1
30756,napkins,12096,1
30757,sugar,12096,1
30758,canned beer,12097,1
30759,root vegetables,12097,1
30760,hard cheese,12097,1
30761,specialty cheese,12097,1
30762,pot plants,12098,1
30763,whipped/sour cream,12098,1
30764,napkins,12099,1
30765,margarine,12099,1
30766,oil,12100,1
30767,processed cheese,12100,1
30768,frozen fruits,12101,1
30769,pot plants,12101,1
30770,other vegetables,12102,1
30771,bottled beer,12102,1
30772,whole milk,12103,1
30773,semi/finished bread,12103,1
30774,tropical fruit,12104,1
30775,oil,12104,1
30776,bottled water,12105,1
30777,yogurt,12105,1
30778,whipped/sour cream,12105,1
30779,rolls/buns,12106,1
30780,whole milk,12106,1
30781,misc. beverages,12107,1
30782,whole milk,12107,1
30783,bottled water,12108,1
30784,tropical fruit,12108,1
30785,sausage,12109,1
30786,whole milk,12109,1
30787,yogurt,12110,1
30788,rolls/buns,12110,1
30789,soda,12111,1
30790,tropical fruit,12111,1
30791,specialty chocolate,12111,1
30792,root vegetables,12111,1
30793,soda,12112,1
30794,butter,12112,1
30795,rolls/buns,12113,1
30796,margarine,12113,1
30797,canned beer,12114,1
30798,shopping bags,12114,1
30799,frankfurter,12115,1
30800,bottled water,12115,1
30801,sausage,12116,1
30802,other vegetables,12116,1
30803,canned beer,12117,1
30804,berries,12117,1
30805,pip fruit,12118,1
30806,UHT/milk,12118,1
30807,shopping bags,12118,1
30808,yogurt,12119,1
30809,pet care,12119,1
30810,shopping bags,12120,1
30811,cake bar,12120,1
30812,root vegetables,12121,1
30813,ice cream,12121,1
30814,rolls/buns,12121,1
30815,ham,12122,1
30816,whole milk,12122,1
30817,berries,12123,1
30818,tropical fruit,12123,2
30819,shopping bags,12123,1
30820,sweet spreads,12123,1
30821,yogurt,12123,2
30822,sweet spreads,12123,1
30823,soups,12123,1
30824,whole milk,12124,1
30825,candy,12124,1
30826,domestic eggs,12124,1
30827,white wine,12124,1
30828,pork,12125,1
30829,pastry,12125,1
30830,soda,12126,1
30831,root vegetables,12126,1
30832,turkey,12127,1
30833,frozen potato products,12127,1
30834,butter,12127,1
30835,frozen dessert,12127,1
30836,ham,12128,1
30837,newspapers,12128,1
30838,bottled water,12129,1
30839,shopping bags,12129,1
30840,dog food,12129,1
30841,yogurt,12130,1
30842,ham,12130,1
30843,root vegetables,12131,1
30844,white wine,12131,1
30845,shopping bags,12132,1
30846,domestic eggs,12132,1
30847,frankfurter,12133,1
30848,margarine,12133,1
30849,beverages,12134,1
30850,liquor,12134,1
30851,shopping bags,12134,1
30852,whole milk,12135,1
30853,tropical fruit,12135,1
30854,newspapers,12136,1
30855,dishes,12136,1
30856,yogurt,12137,1
30857,brown bread,12137,1
30858,processed cheese,12138,1
30859,tropical fruit,12138,1
30860,whole milk,12139,1
30861,oil,12139,1
30862,specialty bar,12140,1
30863,bottled water,12140,1
30864,UHT/milk,12141,1
30865,yogurt,12141,1
30866,napkins,12141,1
30867,other vegetables,12142,1
30868,soft cheese,12142,1
30869,sausage,12143,1
30870,dessert,12143,1
30871,grapes,12144,1
30872,whole milk,12144,1
30873,beef,12145,1
30874,pastry,12145,1
30875,ice cream,12146,1
30876,herbs,12146,1
30877,soda,12147,1
30878,salty snack,12147,1
30879,candy,12147,1
30880,yogurt,12148,1
30881,newspapers,12148,1
30882,frankfurter,12149,1
30883,chocolate,12149,1
30884,beef,12150,1
30885,whole milk,12150,1
30886,fruit/vegetable juice,12150,1
30887,hygiene articles,12150,1
30888,sausage,12151,1
30889,frozen meals,12151,1
30890,yogurt,12152,1
30891,newspapers,12152,1
30892,pastry,12153,1
30893,ice cream,12153,1
30894,domestic eggs,12154,2
30895,canned beer,12155,1
30896,yogurt,12155,1
30897,brown bread,12156,1
30898,soda,12156,1
30899,butter,12156,1
30900,shopping bags,12156,1
30901,soda,12157,1
30902,brown bread,12157,1
30903,chicken,12158,1
30904,whole milk,12158,1
30905,margarine,12158,1
30906,soda,12158,1
30907,frozen vegetables,12159,1
30908,whipped/sour cream,12159,1
30909,sausage,12160,1
30910,root vegetables,12160,1
30911,canned beer,12160,1
30912,rolls/buns,12160,1
30913,bottled beer,12161,1
30914,pip fruit,12161,1
30915,whole milk,12162,1
30916,fruit/vegetable juice,12162,1
30917,rolls/buns,12162,1
30918,bottled water,12163,1
30919,tropical fruit,12163,1
30920,other vegetables,12164,1
30921,napkins,12164,1
30922,root vegetables,12165,1
30923,dessert,12165,1
30924,whisky,12165,1
30925,domestic eggs,12166,1
30926,napkins,12166,1
30927,frozen meals,12167,1
30928,red/blush wine,12167,1
30929,whipped/sour cream,12167,1
30930,soft cheese,12168,1
30931,pip fruit,12168,1
30932,whole milk,12168,1
30933,meat,12169,1
30934,rolls/buns,12169,1
30935,domestic eggs,12170,1
30936,newspapers,12170,1
30937,canned beer,12171,2
30938,whole milk,12172,1
30939,other vegetables,12172,1
30940,newspapers,12172,1
30941,curd cheese,12173,1
30942,popcorn,12173,1
30943,whole milk,12174,1
30944,butter milk,12174,1
30945,yogurt,12174,1
30946,newspapers,12175,1
30947,soda,12175,1
30948,soft cheese,12176,1
30949,spices,12176,1
30950,other vegetables,12177,1
30951,butter milk,12177,1
30952,bottled water,12178,1
30953,whipped/sour cream,12178,1
30954,rolls/buns,12179,1
30955,root vegetables,12179,1
30956,popcorn,12180,1
30957,flour,12180,1
30958,other vegetables,12181,1
30959,soda,12181,1
30960,specialty bar,12182,1
30961,roll products ,12182,1
30962,Instant food products,12182,1
30963,soda,12183,1
30964,berries,12183,1
30965,root vegetables,12183,1
30966,bottled beer,12183,1
30967,newspapers,12184,1
30968,margarine,12184,1
30969,bottled beer,12184,1
30970,coffee,12184,1
30971,yogurt,12185,1
30972,soda,12185,1
30973,frozen vegetables,12185,1
30974,canned beer,12186,1
30975,sausage,12186,1
30976,butter,12186,1
30977,other vegetables,12186,1
30978,salty snack,12186,1
30979,rolls/buns,12187,1
30980,newspapers,12187,1
30981,citrus fruit,12188,1
30982,whole milk,12188,1
30983,fish,12189,1
30984,bottled beer,12189,1
30985,beef,12190,1
30986,butter,12190,1
30987,sausage,12191,1
30988,whole milk,12191,1
30989,whipped/sour cream,12191,1
30990,yogurt,12191,1
30991,ham,12192,1
30992,cream cheese ,12192,2
30993,margarine,12193,1
30994,pork,12194,1
30995,yogurt,12194,1
30996,white bread,12195,1
30997,nuts/prunes,12195,1
30998,frankfurter,12196,1
30999,butter milk,12196,1
31000,rolls/buns,12197,1
31001,semi/finished bread,12197,1
31002,dessert,12197,1
31003,yogurt,12197,1
31004,frankfurter,12198,2
31005,citrus fruit,12198,1
31006,semi/finished bread,12198,1
31007,dishes,12198,1
31008,whipped/sour cream,12198,1
31009,butter milk,12199,1
31010,whipped/sour cream,12199,1
31011,finished products,12200,1
31012,curd cheese,12200,1
31013,nut snack,12201,1
31014,whole milk,12201,1
31015,bottled water,12202,1
31016,shopping bags,12202,1
31017,napkins,12203,1
31018,brown bread,12203,1
31019,whipped/sour cream,12204,1
31020,pot plants,12204,1
31021,whipped/sour cream,12205,1
31022,shopping bags,12205,1
31023,pasta,12205,1
31024,cat food,12206,1
31025,whole milk,12206,2
31026,domestic eggs,12207,1
31027,soda,12207,1
31028,coffee,12208,1
31029,berries,12208,1
31030,grapes,12208,1
31031,cream cheese ,12208,1
31032,cat food,12208,1
31033,soda,12209,1
31034,UHT/milk,12209,1
31035,pastry,12209,1
31036,domestic eggs,12209,1
31037,margarine,12210,1
31038,other vegetables,12210,1
31039,bottled water,12210,1
31040,meat spreads,12210,1
31041,whole milk,12211,2
31042,pastry,12212,1
31043,pickled vegetables,12212,1
31044,other vegetables,12213,1
31045,margarine,12213,1
31046,napkins,12214,1
31047,specialty chocolate,12214,1
31048,other vegetables,12214,1
31049,margarine,12215,1
31050,frozen vegetables,12215,1
31051,other vegetables,12216,1
31052,soda,12216,1
31053,citrus fruit,12217,1
31054,whole milk,12217,1
31055,rolls/buns,12218,1
31056,red/blush wine,12218,1
31057,bottled beer,12219,1
31058,whole milk,12219,1
31059,chicken,12220,1
31060,whipped/sour cream,12220,1
31061,soda,12221,1
31062,other vegetables,12221,1
31063,beef,12222,1
31064,rolls/buns,12222,1
31065,frankfurter,12223,1
31066,processed cheese,12223,1
31067,whole milk,12224,1
31068,pip fruit,12224,1
31069,other vegetables,12225,1
31070,dishes,12225,1
31071,frankfurter,12226,1
31072,salty snack,12226,1
31073,dental care,12226,1
31074,chicken,12227,1
31075,bottled water,12227,1
31076,whole milk,12228,1
31077,grapes,12228,1
31078,chocolate,12228,1
31079,pot plants,12228,1
31080,canned beer,12229,1
31081,sugar,12229,1
31082,hygiene articles,12229,1
31083,whole milk,12229,1
31084,pip fruit,12230,1
31085,butter,12230,1
31086,yogurt,12231,1
31087,butter,12231,1
31088,brown bread,12232,1
31089,hygiene articles,12232,1
31090,rolls/buns,12232,1
31091,bottled water,12233,1
31092,rolls/buns,12233,1
31093,popcorn,12233,1
31094,sausage,12234,1
31095,root vegetables,12234,1
31096,soda,12234,1
31097,dessert,12235,1
31098,soda,12235,1
31099,pastry,12235,1
31100,whole milk,12235,1
31101,butter,12235,1
31102,rolls/buns,12235,1
31103,shopping bags,12235,1
31104,newspapers,12235,1
31105,yogurt,12236,1
31106,grapes,12236,1
31107,soda,12237,1
31108,newspapers,12237,1
31109,white wine,12238,1
31110,canned vegetables,12238,1
31111,berries,12239,1
31112,butter milk,12239,1
31113,soda,12240,1
31114,margarine,12240,1
31115,specialty chocolate,12240,1
31116,domestic eggs,12241,1
31117,butter milk,12241,1
31118,long life bakery product,12241,1
31119,frozen meals,12242,1
31120,bottled water,12242,1
31121,ham,12243,1
31122,white wine,12243,1
31123,pasta,12243,1
31124,bottled beer,12244,1
31125,soda,12244,1
31126,bottled water,12244,1
31127,cat food,12244,1
31128,yogurt,12245,1
31129,hard cheese,12245,1
31130,rolls/buns,12246,1
31131,margarine,12246,1
31132,whole milk,12246,1
31133,liquor (appetizer),12246,1
31134,frozen dessert,12247,1
31135,hard cheese,12247,1
31136,newspapers,12248,1
31137,soda,12248,1
31138,canned beer,12248,1
31139,shopping bags,12249,1
31140,soda,12249,1
31141,baking powder,12250,1
31142,hair spray,12250,1
31143,chicken,12251,1
31144,other vegetables,12251,1
31145,candy,12252,1
31146,frozen meals,12252,1
31147,liquor (appetizer),12253,1
31148,coffee,12253,1
31149,bottled beer,12253,1
31150,other vegetables,12254,1
31151,tropical fruit,12254,1
31152,soda,12255,1
31153,soups,12255,1
31154,pip fruit,12256,1
31155,sausage,12256,1
31156,red/blush wine,12256,1
31157,coffee,12256,1
31158,salt,12256,1
31159,pastry,12256,1
31160,whole milk,12257,1
31161,canned beer,12257,1
31162,root vegetables,12258,1
31163,domestic eggs,12258,1
31164,pastry,12259,1
31165,mustard,12259,1
31166,fruit/vegetable juice,12260,1
31167,roll products ,12260,1
31168,whole milk,12261,1
31169,rolls/buns,12261,1
31170,other vegetables,12262,1
31171,citrus fruit,12262,1
31172,rolls/buns,12262,1
31173,brown bread,12263,1
31174,whole milk,12263,1
31175,spread cheese,12263,1
31176,butter,12263,1
31177,fruit/vegetable juice,12263,1
31178,other vegetables,12264,1
31179,photo/film,12264,1
31180,meat,12265,1
31181,canned beer,12265,1
31182,yogurt,12265,1
31183,soda,12266,1
31184,root vegetables,12266,1
31185,berries,12267,1
31186,pasta,12267,1
31187,soda,12267,1
31188,canned vegetables,12267,1
31189,canned beer,12268,1
31190,whipped/sour cream,12268,1
31191,pastry,12268,1
31192,citrus fruit,12269,1
31193,frozen potato products,12269,1
31194,soda,12270,1
31195,canned beer,12270,1
31196,meat,12271,1
31197,ham,12271,1
31198,male cosmetics,12271,1
31199,berries,12272,1
31200,white wine,12272,1
31201,pickled vegetables,12273,1
31202,onions,12273,1
31203,curd,12274,1
31204,liquor (appetizer),12274,1
31205,pork,12275,1
31206,chicken,12275,1
31207,other vegetables,12275,1
31208,curd,12275,1
31209,hard cheese,12275,1
31210,ice cream,12276,1
31211,soda,12276,2
31212,processed cheese,12277,1
31213,instant coffee,12277,1
31214,dessert,12278,1
31215,yogurt,12278,1
31216,whole milk,12279,1
31217,cream cheese ,12279,1
31218,bottled water,12280,1
31219,coffee,12280,1
31220,sugar,12280,1
31221,bottled water,12280,1
31222,sausage,12281,1
31223,root vegetables,12281,1
31224,soda,12281,1
31225,chocolate marshmallow,12281,1
31226,sausage,12282,1
31227,pip fruit,12282,1
31228,root vegetables,12283,1
31229,bottled water,12283,1
31230,citrus fruit,12284,2
31231,frozen potato products,12285,1
31232,salt,12285,1
31233,coffee,12285,1
31234,frozen vegetables,12286,1
31235,red/blush wine,12286,1
31236,bottled beer,12287,1
31237,domestic eggs,12287,1
31238,brown bread,12287,1
31239,chewing gum,12287,1
31240,citrus fruit,12288,2
31241,specialty chocolate,12288,1
31242,cream cheese ,12288,1
31243,whipped/sour cream,12289,1
31244,pot plants,12289,1
31245,frankfurter,12290,1
31246,yogurt,12290,1
31247,sausage,12291,1
31248,bottled water,12291,1
31249,napkins,12291,1
31250,coffee,12292,1
31251,sausage,12292,1
31252,bottled water,12292,1
31253,cream cheese ,12292,1
31254,root vegetables,12293,1
31255,rolls/buns,12293,1
31256,flower (seeds),12293,1
31257,specialty chocolate,12294,1
31258,herbs,12294,1
31259,other vegetables,12295,1
31260,whole milk,12295,1
31261,Instant food products,12295,1
31262,fish,12296,1
31263,sausage,12296,1
31264,other vegetables,12296,1
31265,soda,12296,1
31266,rolls/buns,12296,1
31267,ham,12297,1
31268,mayonnaise,12297,2
31269,misc. beverages,12298,1
31270,napkins,12298,1
31271,domestic eggs,12299,1
31272,coffee,12299,1
31273,rolls/buns,12300,1
31274,bottled beer,12300,1
31275,rolls/buns,12301,1
31276,sauces,12301,1
31277,other vegetables,12302,1
31278,frozen vegetables,12302,1
31279,cling film/bags,12302,1
31280,bottled water,12302,1
31281,butter milk,12303,1
31282,flour,12303,1
31283,rolls/buns,12304,1
31284,ice cream,12304,1
31285,ham,12305,1
31286,butter milk,12305,1
31287,sausage,12306,1
31288,tropical fruit,12306,1
31289,rolls/buns,12306,1
31290,frozen meals,12307,1
31291,whole milk,12307,1
31292,fruit/vegetable juice,12307,1
31293,butter,12307,1
31294,chocolate,12307,1
31295,bottled water,12307,1
31296,sausage,12308,1
31297,chocolate,12308,1
31298,frankfurter,12309,1
31299,fruit/vegetable juice,12309,1
31300,whole milk,12310,1
31301,yogurt,12310,1
31302,oil,12310,1
31303,tropical fruit,12311,1
31304,chicken,12311,1
31305,waffles,12311,1
31306,whole milk,12312,1
31307,fruit/vegetable juice,12312,1
31308,shopping bags,12312,2
31309,UHT/milk,12313,1
31310,shopping bags,12313,1
31311,beverages,12314,1
31312,yogurt,12314,1
31313,margarine,12315,1
31314,cat food,12315,1
31315,whole milk,12316,1
31316,other vegetables,12316,1
31317,curd,12316,1
31318,whole milk,12317,1
31319,citrus fruit,12317,1
31320,butter milk,12317,1
31321,specialty bar,12317,1
31322,frankfurter,12318,1
31323,whole milk,12318,1
31324,other vegetables,12318,2
31325,rolls/buns,12319,1
31326,brown bread,12319,1
31327,tropical fruit,12320,1
31328,salty snack,12320,1
31329,whole milk,12321,1
31330,margarine,12321,1
31331,dessert,12321,1
31332,butter,12322,1
31333,whole milk,12322,1
31334,root vegetables,12322,1
31335,butter,12322,1
31336,citrus fruit,12323,1
31337,whole milk,12323,1
31338,beef,12323,1
31339,shopping bags,12323,1
31340,whole milk,12324,1
31341,rolls/buns,12324,1
31342,other vegetables,12325,1
31343,tidbits,12325,1
31344,dental care,12325,1
31345,seasonal products,12326,1
31346,rolls/buns,12326,1
31347,berries,12327,1
31348,cream cheese ,12327,1
31349,citrus fruit,12328,1
31350,cake bar,12328,1
31351,citrus fruit,12329,1
31352,yogurt,12329,1
31353,citrus fruit,12330,2
31354,oil,12330,1
31355,root vegetables,12330,1
31356,hamburger meat,12331,1
31357,soft cheese,12331,1
31358,sausage,12332,1
31359,hamburger meat,12332,1
31360,pork,12332,1
31361,chewing gum,12332,1
31362,whole milk,12332,1
31363,soda,12332,1
31364,soft cheese,12332,1
31365,yogurt,12332,1
31366,canned fruit,12333,1
31367,detergent,12333,1
31368,pip fruit,12334,1
31369,herbs,12334,1
31370,other vegetables,12334,1
31371,whipped/sour cream,12335,1
31372,soda,12335,1
31373,sparkling wine,12336,1
31374,chocolate,12336,1
31375,tropical fruit,12337,1
31376,instant coffee,12337,1
31377,yogurt,12337,1
31378,salty snack,12337,1
31379,other vegetables,12338,1
31380,napkins,12338,1
31381,newspapers,12338,1
31382,other vegetables,12339,1
31383,frankfurter,12339,1
31384,rolls/buns,12339,1
31385,coffee,12339,1
31386,ice cream,12339,1
31387,tropical fruit,12340,1
31388,cream cheese ,12340,1
31389,hard cheese,12341,1
31390,tropical fruit,12341,1
31391,specialty bar,12342,1
31392,misc. beverages,12342,1
31393,chicken,12343,1
31394,white bread,12343,1
31395,canned beer,12344,1
31396,specialty chocolate,12344,1
31397,other vegetables,12344,1
31398,cream cheese ,12344,1
31399,sugar,12345,1
31400,shopping bags,12345,1
31401,instant coffee,12345,1
31402,sausage,12346,1
31403,meat,12346,1
31404,tropical fruit,12346,1
31405,butter,12346,1
31406,other vegetables,12347,1
31407,whole milk,12347,1
31408,soups,12347,1
31409,shopping bags,12347,1
31410,whole milk,12348,1
31411,butter,12348,1
31412,soda,12349,1
31413,semi/finished bread,12349,1
31414,pork,12350,1
31415,other vegetables,12350,1
31416,root vegetables,12351,1
31417,specialty bar,12351,1
31418,canned beer,12352,1
31419,pip fruit,12352,1
31420,sugar,12352,1
31421,pork,12353,1
31422,canned fish,12353,1
31423,shopping bags,12354,1
31424,white bread,12354,1
31425,ice cream,12354,1
31426,tropical fruit,12355,1
31427,flower (seeds),12355,1
31428,whole milk,12356,1
31429,onions,12356,1
31430,soft cheese,12357,1
31431,specialty cheese,12357,1
31432,newspapers,12358,1
31433,soda,12358,1
31434,herbs,12359,1
31435,whole milk,12359,1
31436,other vegetables,12359,1
31437,shopping bags,12359,1
31438,pastry,12360,1
31439,coffee,12360,1
31440,newspapers,12360,1
31441,cream cheese ,12361,1
31442,misc. beverages,12361,1
31443,white bread,12362,1
31444,napkins,12362,1
31445,domestic eggs,12363,1
31446,brown bread,12363,1
31447,detergent,12363,1
31448,pip fruit,12364,1
31449,coffee,12364,1
31450,whole milk,12364,1
31451,pastry,12364,1
31452,seasonal products,12364,1
31453,yogurt,12365,1
31454,shopping bags,12365,1
31455,soda,12366,1
31456,whole milk,12366,1
31457,pastry,12367,1
31458,spread cheese,12367,1
31459,other vegetables,12367,1
31460,chicken,12368,1
31461,soda,12368,1
31462,shopping bags,12368,1
31463,specialty bar,12369,1
31464,yogurt,12369,1
31465,citrus fruit,12370,2
31466,whole milk,12370,1
31467,newspapers,12370,1
31468,detergent,12370,1
31469,yogurt,12370,1
31470,salty snack,12370,1
31471,soda,12371,1
31472,sliced cheese,12371,1
31473,waffles,12372,1
31474,white bread,12372,1
31475,whole milk,12373,1
31476,salt,12373,1
31477,candy,12374,1
31478,bottled water,12374,1
31479,specialty chocolate,12375,1
31480,whole milk,12375,1
31481,red/blush wine,12375,1
31482,pip fruit,12376,1
31483,spices,12376,1
31484,candy,12377,1
31485,roll products ,12377,1
31486,frozen vegetables,12377,1
31487,frozen meals,12378,1
31488,newspapers,12378,1
31489,whole milk,12379,1
31490,cocoa drinks,12379,1
31491,sausage,12380,2
31492,frozen fish,12380,1
31493,house keeping products,12380,1
31494,curd,12381,1
31495,root vegetables,12381,1
31496,pip fruit,12381,1
31497,whole milk,12381,1
31498,margarine,12381,1
31499,bottled water,12382,1
31500,long life bakery product,12382,1
31501,soda,12382,1
31502,tropical fruit,12383,1
31503,whole milk,12383,1
31504,shopping bags,12383,1
31505,sugar,12384,1
31506,berries,12384,1
31507,seasonal products,12384,1
31508,bottled beer,12384,1
31509,white wine,12385,1
31510,newspapers,12385,1
31511,citrus fruit,12386,1
31512,soda,12386,1
31513,frankfurter,12387,1
31514,shopping bags,12387,1
31515,sausage,12388,1
31516,oil,12388,1
31517,whole milk,12388,1
31518,other vegetables,12389,1
31519,waffles,12389,1
31520,rolls/buns,12390,1
31521,white bread,12390,1
31522,whole milk,12391,1
31523,butter,12391,1
31524,newspapers,12391,1
31525,chewing gum,12391,1
31526,other vegetables,12392,1
31527,bottled water,12392,1
31528,margarine,12393,1
31529,whole milk,12393,1
31530,finished products,12394,1
31531,bottled beer,12394,1
31532,rolls/buns,12395,1
31533,canned beer,12395,1
31534,citrus fruit,12396,1
31535,soda,12396,1
31536,butter,12396,1
31537,bottled water,12396,1
31538,bottled beer,12396,1
31539,tropical fruit,12397,1
31540,candy,12397,1
31541,long life bakery product,12398,1
31542,soda,12398,2
31543,whole milk,12399,1
31544,bottled water,12399,1
31545,beef,12400,1
31546,soft cheese,12400,1
31547,other vegetables,12401,2
31548,butter,12401,1
31549,citrus fruit,12402,1
31550,pot plants,12402,1
31551,whole milk,12403,1
31552,shopping bags,12403,1
31553,rolls/buns,12403,1
31554,meat,12404,1
31555,detergent,12404,1
31556,canned beer,12404,1
31557,sparkling wine,12405,1
31558,cream cheese ,12405,1
31559,canned beer,12406,1
31560,ice cream,12406,1
31561,domestic eggs,12407,1
31562,specialty fat,12407,1
31563,pastry,12408,1
31564,whole milk,12408,1
31565,cream cheese ,12409,1
31566,butter milk,12409,1
31567,newspapers,12410,1
31568,shopping bags,12410,1
31569,sausage,12411,1
31570,fruit/vegetable juice,12411,1
31571,bottled water,12411,1
31572,pork,12412,1
31573,UHT/milk,12412,1
31574,frozen fish,12412,1
31575,whole milk,12413,1
31576,hard cheese,12413,1
31577,tropical fruit,12414,1
31578,detergent,12414,1
31579,pip fruit,12415,1
31580,butter,12415,1
31581,yogurt,12416,1
31582,candy,12416,1
31583,canned beer,12416,1
31584,chocolate,12416,1
31585,soda,12417,1
31586,whipped/sour cream,12417,1
31587,other vegetables,12418,1
31588,popcorn,12418,1
31589,butter,12418,1
31590,whole milk,12419,1
31591,rolls/buns,12419,1
31592,canned beer,12420,1
31593,sausage,12420,1
31594,onions,12420,1
31595,canned beer,12420,1
31596,curd,12421,1
31597,frankfurter,12421,1
31598,white bread,12421,1
31599,pip fruit,12421,1
31600,waffles,12421,1
31601,sausage,12422,1
31602,newspapers,12422,1
31603,grapes,12423,1
31604,misc. beverages,12423,1
31605,yogurt,12424,1
31606,soda,12424,1
31607,salty snack,12425,1
31608,pip fruit,12425,1
31609,chicken,12425,1
31610,rolls/buns,12425,1
31611,red/blush wine,12425,1
31612,tropical fruit,12426,1
31613,chocolate,12426,1
31614,misc. beverages,12427,1
31615,bottled water,12427,1
31616,ice cream,12428,1
31617,dishes,12428,1
31618,domestic eggs,12429,1
31619,yogurt,12429,1
31620,canned beer,12429,1
31621,misc. beverages,12430,1
31622,coffee,12430,1
31623,brown bread,12431,1
31624,chocolate,12431,1
31625,sauces,12432,1
31626,tropical fruit,12432,1
31627,whole milk,12433,1
31628,beef,12433,1
31629,pot plants,12434,1
31630,domestic eggs,12434,1
31631,detergent,12435,1
31632,cocoa drinks,12435,1
31633,frankfurter,12436,2
31634,grapes,12436,1
31635,brown bread,12436,1
31636,sausage,12437,2
31637,pastry,12437,1
31638,tropical fruit,12437,1
31639,whole milk,12437,1
31640,white wine,12437,1
31641,sweet spreads,12437,1
31642,whole milk,12437,1
31643,bottled water,12438,1
31644,detergent,12438,1
31645,chicken,12439,1
31646,misc. beverages,12439,1
31647,butter milk,12440,1
31648,napkins,12440,1
31649,ice cream,12441,1
31650,specialty chocolate,12441,1
31651,pip fruit,12442,1
31652,brown bread,12442,1
31653,oil,12442,1
31654,yogurt,12443,1
31655,beef,12443,1
31656,chocolate,12444,1
31657,coffee,12444,1
31658,tropical fruit,12445,1
31659,sweet spreads,12445,1
31660,packaged fruit/vegetables,12446,1
31661,liquor,12446,1
31662,shopping bags,12446,1
31663,soda,12447,1
31664,yogurt,12447,1
31665,beef,12448,1
31666,whole milk,12448,1
31667,pork,12449,1
31668,root vegetables,12449,1
31669,rolls/buns,12449,1
31670,coffee,12450,1
31671,soda,12450,1
31672,frozen vegetables,12450,1
31673,citrus fruit,12451,1
31674,jam,12451,1
31675,beef,12452,1
31676,pork,12452,1
31677,salty snack,12452,1
31678,abrasive cleaner,12452,1
31679,pasta,12452,1
31680,shopping bags,12452,1
31681,citrus fruit,12453,1
31682,beef,12453,1
31683,tropical fruit,12453,1
31684,curd,12453,1
31685,tropical fruit,12454,1
31686,yogurt,12454,1
31687,dishes,12455,1
31688,butter milk,12455,1
31689,pastry,12456,1
31690,bottled water,12456,1
31691,candles,12456,1
31692,tropical fruit,12457,1
31693,dessert,12457,1
31694,mustard,12458,1
31695,fruit/vegetable juice,12458,1
31696,misc. beverages,12459,1
31697,pork,12459,1
31698,domestic eggs,12459,1
31699,sparkling wine,12459,1
31700,whipped/sour cream,12459,1
31701,semi/finished bread,12459,1
31702,beef,12460,1
31703,domestic eggs,12460,1
31704,finished products,12461,1
31705,whole milk,12461,1
31706,baking powder,12461,1
31707,yogurt,12462,1
31708,other vegetables,12462,1
31709,whipped/sour cream,12462,1
31710,beef,12463,1
31711,whole milk,12463,1
31712,sausage,12464,1
31713,sugar,12464,1
31714,coffee,12465,1
31715,other vegetables,12465,1
31716,coffee,12466,1
31717,margarine,12466,1
31718,pork,12467,1
31719,processed cheese,12467,1
31720,domestic eggs,12468,1
31721,bottled beer,12468,1
31722,misc. beverages,12469,1
31723,soft cheese,12469,1
31724,berries,12470,1
31725,fruit/vegetable juice,12470,1
31726,frankfurter,12471,1
31727,citrus fruit,12471,1
31728,other vegetables,12471,1
31729,condensed milk,12471,1
31730,bottled water,12472,1
31731,domestic eggs,12472,1
31732,pickled vegetables,12472,1
31733,margarine,12472,1
31734,fruit/vegetable juice,12473,1
31735,candy,12473,1
31736,fruit/vegetable juice,12473,1
31737,bottled beer,12474,1
31738,whole milk,12474,2
