,Member_number,Date,itemDescription,InvoiceNum
30400,4150,24/03/2014,tropical fruit,11724
30401,4150,24/03/2014,red/blush wine,11724
30402,4150,24/03/2014,baking powder,11724
30403,4150,26/08/2015,tropical fruit,11725
30404,4150,26/08/2015,pastry,11725
30405,4151,2/11/2015,whole milk,11726
30406,4151,2/11/2015,whole milk,11726
30407,4152,7/12/2014,ham,11727
30408,4152,7/12/2014,rolls/buns,11727
30409,4152,7/12/2014,rolls/buns,11727
30410,4152,7/12/2014,chewing gum,11727
30411,4152,15/04/2015,fruit/vegetable juice,11728
30412,4152,15/04/2015,sausage,11728
30413,4152,15/04/2015,whole milk,11728
30414,4152,15/04/2015,pip fruit,11728
30415,4152,18/06/2015,soda,11729
30416,4152,18/06/2015,sugar,11729
30417,4152,21/12/2014,hamburger meat,11730
30418,4152,21/12/2014,condensed milk,11730
30419,4152,29/05/2015,root vegetables,11731
30420,4152,29/05/2015,white bread,11731
30421,4152,29/05/2015,pasta,11731
30422,4152,29/05/2015,bottled beer,11731
30423,4153,5/2/2015,other vegetables,11732
30424,4153,5/2/2015,hard cheese,11732
30425,4153,5/2/2015,liquor,11732
30426,4153,5/2/2015,brown bread,11732
30427,4153,13/06/2015,house keeping products,11733
30428,4153,13/06/2015,fruit/vegetable juice,11733
30429,4153,14/02/2014,sausage,11734
30430,4153,14/02/2014,whole milk,11734
30431,4153,14/02/2014,long life bakery product,11734
30432,4153,14/02/2014,UHT/milk,11734
30433,4153,14/02/2014,flour,11734
30434,4153,14/02/2014,chocolate,11734
30435,4153,27/05/2015,pickled vegetables,11735
30436,4153,27/05/2015,meat,11735
30437,4153,27/07/2014,root vegetables,11736
30438,4153,27/07/2014,bottled water,11736
30439,4153,27/07/2015,bottled water,11737
30440,4153,27/07/2015,rolls/buns,11737
30441,4153,28/09/2014,rolls/buns,11738
30442,4153,28/09/2014,salty snack,11738
30443,4153,28/09/2014,brown bread,11738
30444,4153,28/09/2014,cream cheese ,11738
30445,4154,2/7/2015,root vegetables,11739
30446,4154,2/7/2015,soda,11739
30447,4154,16/12/2014,beef,11740
30448,4154,16/12/2014,pasta,11740
30449,4154,26/05/2014,white bread,11741
30450,4154,26/05/2014,mustard,11741
30451,4154,26/07/2014,frozen fish,11742
30452,4154,26/07/2014,domestic eggs,11742
30453,4155,3/9/2014,beef,11743
30454,4155,3/9/2014,curd,11743
30455,4155,10/9/2014,salty snack,11744
30456,4155,10/9/2014,whole milk,11744
30457,4155,10/9/2014,softener,11744
30458,4155,10/9/2014,Instant food products,11744
30459,4155,15/03/2014,tropical fruit,11745
30460,4155,15/03/2014,other vegetables,11745
30461,4155,19/07/2014,white bread,11746
30462,4155,19/07/2014,curd,11746
30463,4155,19/07/2014,bottled water,11746
30464,4155,24/09/2015,sausage,11747
30465,4155,24/09/2015,pork,11747
30466,4155,26/01/2015,citrus fruit,11748
30467,4155,26/01/2015,soda,11748
30468,4155,26/01/2015,herbs,11748
30469,4155,26/01/2015,oil,11748
30470,4156,3/4/2014,hygiene articles,11749
30471,4156,3/4/2014,potato products,11749
30472,4156,3/8/2015,salty snack,11750
30473,4156,3/8/2015,tropical fruit,11750
30474,4156,3/8/2015,bottled beer,11750
30475,4156,3/8/2015,rolls/buns,11750
30476,4156,3/8/2015,chocolate,11750
30477,4156,13/12/2014,packaged fruit/vegetables,11751
30478,4156,13/12/2014,shopping bags,11751
30479,4156,13/12/2014,butter milk,11751
30480,4156,19/08/2014,cat food,11752
30481,4156,19/08/2014,candles,11752
30482,4156,19/08/2014,whole milk,11752
30483,4157,1/4/2014,salty snack,11753
30484,4157,1/4/2014,frozen meals,11753
30485,4157,4/1/2015,hamburger meat,11754
30486,4157,4/1/2015,root vegetables,11754
30487,4157,4/1/2015,other vegetables,11754
30488,4157,4/1/2015,whole milk,11754
30489,4158,11/11/2015,root vegetables,11755
30490,4158,11/11/2015,domestic eggs,11755
30491,4158,26/12/2015,pip fruit,11756
30492,4158,26/12/2015,hard cheese,11756
30493,4159,11/7/2014,canned fish,11757
30494,4159,11/7/2014,cat food,11757
30495,4159,28/12/2015,bottled water,11758
30496,4159,28/12/2015,tropical fruit,11758
30497,4159,29/05/2014,other vegetables,11759
30498,4159,29/05/2014,dishes,11759
30499,4160,5/9/2014,chocolate,11760
30500,4160,5/9/2014,soda,11760
30501,4160,10/7/2014,spread cheese,11761
30502,4160,10/7/2014,specialty cheese,11761
30503,4160,10/7/2014,dish cleaner,11761
30504,4160,12/6/2015,citrus fruit,11762
30505,4160,12/6/2015,rolls/buns,11762
30506,4160,12/8/2015,Instant food products,11763
30507,4160,12/8/2015,pip fruit,11763
30508,4160,19/04/2015,turkey,11764
30509,4160,19/04/2015,root vegetables,11764
30510,4160,25/04/2014,bottled beer,11765
30511,4160,25/04/2014,frozen vegetables,11765
30512,4161,3/5/2015,meat,11766
30513,4161,3/5/2015,tropical fruit,11766
30514,4161,3/5/2015,whipped/sour cream,11766
30515,4161,24/09/2015,whole milk,11767
30516,4161,24/09/2015,fruit/vegetable juice,11767
30517,4162,15/04/2014,canned beer,11768
30518,4162,15/04/2014,brown bread,11768
30519,4162,15/04/2014,napkins,11768
30520,4162,16/02/2014,curd cheese,11769
30521,4162,16/02/2014,red/blush wine,11769
30522,4162,16/02/2014,margarine,11769
30523,4162,16/08/2014,bottled beer,11770
30524,4162,16/08/2014,whole milk,11770
30525,4162,16/08/2014,bottled water,11770
30526,4162,22/12/2015,red/blush wine,11771
30527,4162,22/12/2015,bottled beer,11771
30528,4162,22/12/2015,yogurt,11771
30529,4162,22/12/2015,pip fruit,11771
30530,4162,22/12/2015,mustard,11771
30531,4163,5/11/2014,root vegetables,11772
30532,4163,5/11/2014,sugar,11772
30533,4163,5/11/2014,newspapers,11772
30534,4163,6/6/2014,whole milk,11773
30535,4163,6/6/2014,cat food,11773
30536,4163,6/6/2014,bottled beer,11773
30537,4163,13/03/2015,tropical fruit,11774
30538,4163,13/03/2015,soda,11774
30539,4163,16/02/2014,other vegetables,11775
30540,4163,16/02/2014,newspapers,11775
30541,4163,23/04/2015,specialty chocolate,11776
30542,4163,23/04/2015,liquor,11776
30543,4163,30/05/2015,frankfurter,11777
30544,4163,30/05/2015,dishes,11777
30545,4163,30/05/2015,rolls/buns,11777
30546,4164,3/3/2014,curd,11778
30547,4164,3/3/2014,curd,11778
30548,4164,8/9/2014,pastry,11779
30549,4164,8/9/2014,whole milk,11779
30550,4164,8/9/2014,dessert,11779
30551,4164,25/09/2014,soda,11780
30552,4164,25/09/2014,prosecco,11780
30553,4164,25/09/2014,canned fish,11780
30554,4164,27/03/2014,dessert,11781
30555,4164,27/03/2014,whole milk,11781
30556,4165,3/4/2014,other vegetables,11782
30557,4165,3/4/2014,brown bread,11782
30558,4165,3/4/2014,hard cheese,11782
30559,4165,3/4/2014,soda,11782
30560,4165,3/4/2014,roll products ,11782
30561,4165,3/4/2014,newspapers,11782
30562,4165,6/10/2014,pip fruit,11783
30563,4165,6/10/2014,syrup,11783
30564,4165,11/11/2014,other vegetables,11784
30565,4165,11/11/2014,pot plants,11784
30566,4165,12/1/2014,tropical fruit,11785
30567,4165,12/1/2014,condensed milk,11785
30568,4165,10/2/2015,domestic eggs,11786
30569,4165,10/2/2015,roll products ,11786
30570,4165,16/09/2014,beef,11787
30571,4165,16/09/2014,white wine,11787
30572,4165,18/08/2015,sausage,11788
30573,4165,18/08/2015,citrus fruit,11788
30574,4165,30/05/2014,rolls/buns,11789
30575,4165,30/05/2014,other vegetables,11789
30576,4166,7/12/2014,other vegetables,11790
30577,4166,7/12/2014,pasta,11790
30578,4166,7/12/2014,whole milk,11790
30579,4166,6/11/2015,citrus fruit,11791
30580,4166,6/11/2015,canned beer,11791
30581,4166,6/11/2015,rolls/buns,11791
30582,4166,6/11/2015,whole milk,11791
30583,4166,26/07/2015,bottled beer,11792
30584,4166,26/07/2015,yogurt,11792
30585,4166,26/07/2015,pastry,11792
30586,4166,26/07/2015,butter,11792
30587,4166,26/07/2015,shopping bags,11792
30588,4166,30/04/2015,bottled water,11793
30589,4166,30/04/2015,mustard,11793
30590,4167,6/9/2015,frankfurter,11794
30591,4167,6/9/2015,condensed milk,11794
30592,4167,28/08/2014,detergent,11795
30593,4167,28/08/2014,fruit/vegetable juice,11795
30594,4167,28/10/2014,pastry,11796
30595,4167,28/10/2014,sauces,11796
30596,4168,3/12/2014,turkey,11797
30597,4168,3/12/2014,whipped/sour cream,11797
30598,4168,23/09/2014,chicken,11798
30599,4168,23/09/2014,margarine,11798
30600,4169,4/4/2014,rolls/buns,11799
30601,4169,4/4/2014,specialty chocolate,11799
30602,4169,4/4/2014,napkins,11799
30603,4169,9/8/2014,root vegetables,11800
30604,4169,9/8/2014,coffee,11800
30605,4169,9/8/2014,domestic eggs,11800
30606,4169,9/8/2014,soda,11800
30607,4169,19/03/2015,frankfurter,11801
30608,4169,19/03/2015,canned beer,11801
30609,4169,24/05/2014,whole milk,11802
30610,4169,24/05/2014,canned beer,11802
30611,4169,24/11/2015,whole milk,11803
30612,4169,24/11/2015,bottled water,11803
30613,4169,30/03/2014,frozen vegetables,11804
30614,4169,30/03/2014,salty snack,11804
30615,4170,3/5/2015,sausage,11805
30616,4170,3/5/2015,frozen meals,11805
30617,4170,3/5/2015,instant coffee,11805
30618,4170,8/1/2015,soda,11806
30619,4170,8/1/2015,rolls/buns,11806
30620,4170,11/5/2015,chicken,11807
30621,4170,11/5/2015,onions,11807
30622,4170,11/7/2015,ice cream,11808
30623,4170,11/7/2015,red/blush wine,11808
30624,4170,11/7/2015,fruit/vegetable juice,11808
30625,4170,19/01/2015,bottled water,11809
30626,4170,19/01/2015,curd,11809
30627,4170,19/01/2015,domestic eggs,11809
30628,4170,19/01/2015,yogurt,11809
30629,4170,19/01/2015,newspapers,11809
30630,4171,7/1/2014,whole milk,11810
30631,4171,7/1/2014,whole milk,11810
30632,4171,3/6/2015,yogurt,11811
30633,4171,3/6/2015,pastry,11811
30634,4171,3/6/2015,chewing gum,11811
30635,4171,3/6/2015,butter milk,11811
30636,4171,26/01/2015,sausage,11812
30637,4171,26/01/2015,newspapers,11812
30638,4172,8/10/2015,dental care,11813
30639,4172,8/10/2015,soda,11813
30640,4172,16/02/2014,Instant food products,11814
30641,4172,16/02/2014,whipped/sour cream,11814
30642,4172,18/02/2015,tropical fruit,11815
30643,4172,18/02/2015,grapes,11815
30644,4172,18/02/2015,whole milk,11815
30645,4172,18/02/2015,pastry,11815
30646,4172,18/02/2015,white bread,11815
30647,4173,11/5/2015,yogurt,11816
30648,4173,11/5/2015,hamburger meat,11816
30649,4173,14/02/2014,candy,11817
30650,4173,14/02/2014,whipped/sour cream,11817
30651,4174,15/07/2014,citrus fruit,11818
30652,4174,15/07/2014,coffee,11818
30653,4174,18/10/2014,whole milk,11819
30654,4174,18/10/2014,rolls/buns,11819
30655,4175,29/01/2015,rolls/buns,11820
30656,4175,29/01/2015,dessert,11820
30657,4175,29/01/2015,frozen meals,11820
30658,4175,29/01/2015,grapes,11820
30659,4175,29/01/2015,other vegetables,11820
30660,4175,29/01/2015,napkins,11820
30661,4175,29/01/2015,other vegetables,11820
30662,4176,11/6/2014,other vegetables,11821
30663,4176,11/6/2014,rolls/buns,11821
30664,4176,11/6/2014,waffles,11821
30665,4176,5/5/2015,semi/finished bread,11822
30666,4176,5/5/2015,flour,11822
30667,4176,25/09/2014,whole milk,11823
30668,4176,25/09/2014,shopping bags,11823
30669,4177,5/2/2014,beef,11824
30670,4177,5/2/2014,fruit/vegetable juice,11824
30671,4177,5/2/2014,yogurt,11824
30672,4177,13/04/2015,frankfurter,11825
30673,4177,13/04/2015,whole milk,11825
30674,4177,13/04/2015,grapes,11825
30675,4177,13/04/2015,butter,11825
30676,4177,13/04/2015,semi/finished bread,11825
30677,4177,15/06/2015,bottled beer,11826
30678,4177,15/06/2015,canned beer,11826
30679,4178,5/10/2014,soda,11827
30680,4178,5/10/2014,domestic eggs,11827
30681,4178,3/6/2015,margarine,11828
30682,4178,3/6/2015,berries,11828
30683,4178,3/6/2015,yogurt,11828
30684,4178,3/6/2015,coffee,11828
30685,4178,3/6/2015,soda,11828
30686,4178,3/6/2015,chewing gum,11828
30687,4178,13/11/2015,tropical fruit,11829
30688,4178,13/11/2015,pastry,11829
30689,4178,13/11/2015,salty snack,11829
30690,4178,18/12/2014,bottled beer,11830
30691,4178,18/12/2014,white bread,11830
30692,4178,22/01/2015,frankfurter,11831
30693,4178,22/01/2015,fruit/vegetable juice,11831
30694,4178,22/01/2015,baking powder,11831
30695,4178,25/12/2014,root vegetables,11832
30696,4178,25/12/2014,brown bread,11832
30697,4178,26/05/2014,popcorn,11833
30698,4178,26/05/2014,butter,11833
30699,4179,3/8/2014,hamburger meat,11834
30700,4179,3/8/2014,other vegetables,11834
30701,4179,6/3/2015,root vegetables,11835
30702,4179,6/3/2015,grapes,11835
30703,4179,6/3/2015,brandy,11835
30704,4179,6/3/2015,pickled vegetables,11835
30705,4179,6/3/2015,pastry,11835
30706,4179,21/03/2015,frankfurter,11836
30707,4179,21/03/2015,cat food,11836
30708,4180,2/8/2014,bottled beer,11837
30709,4180,2/8/2014,canned beer,11837
30710,4180,1/4/2015,specialty chocolate,11838
30711,4180,1/4/2015,brown bread,11838
30712,4180,4/6/2015,other vegetables,11839
30713,4180,4/6/2015,whole milk,11839
30714,4180,4/6/2015,semi/finished bread,11839
30715,4180,7/9/2015,dessert,11840
30716,4180,7/9/2015,hamburger meat,11840
30717,4180,11/11/2015,root vegetables,11841
30718,4180,11/11/2015,whole milk,11841
30719,4180,21/04/2014,white bread,11842
30720,4180,21/04/2014,shopping bags,11842
30721,4181,7/9/2014,ice cream,11843
30722,4181,7/9/2014,detergent,11843
30723,4181,7/9/2014,rolls/buns,11843
30724,4182,5/1/2014,liver loaf,11844
30725,4182,5/1/2014,vinegar,11844
30726,4182,5/1/2014,whole milk,11844
30727,4182,12/5/2015,cleaner,11845
30728,4182,12/5/2015,other vegetables,11845
30729,4182,15/11/2014,beef,11846
30730,4182,15/11/2014,specialty bar,11846
30731,4182,15/11/2014,white bread,11846
30732,4182,17/01/2014,whole milk,11847
30733,4182,17/01/2014,sliced cheese,11847
30734,4182,18/06/2015,citrus fruit,11848
30735,4182,18/06/2015,specialty bar,11848
30736,4182,21/08/2015,pastry,11849
30737,4182,21/08/2015,chewing gum,11849
30738,4183,8/10/2014,bottled beer,11850
30739,4183,8/10/2014,ice cream,11850
30740,4183,8/10/2014,salty snack,11850
30741,4183,12/10/2014,sausage,11851
30742,4183,12/10/2014,fruit/vegetable juice,11851
30743,4183,12/10/2014,salt,11851
30744,4183,15/01/2015,salty snack,11852
30745,4183,15/01/2015,whole milk,11852
30746,4183,15/01/2015,domestic eggs,11852
30747,4183,15/01/2015,shopping bags,11852
30748,4183,19/06/2014,processed cheese,11853
30749,4183,19/06/2014,dog food,11853
30750,4183,19/06/2014,frozen potato products,11853
30751,4183,20/11/2014,root vegetables,11854
30752,4183,20/11/2014,salty snack,11854
30753,4183,26/03/2014,other vegetables,11855
30754,4183,26/03/2014,other vegetables,11855
30755,4184,15/12/2015,yogurt,11856
30756,4184,15/12/2015,beverages,11856
30757,4184,17/09/2014,pip fruit,11857
30758,4184,17/09/2014,rolls/buns,11857
30759,4184,28/06/2015,pastry,11858
30760,4184,28/06/2015,soda,11858
30761,4184,28/06/2015,semi/finished bread,11858
30762,4184,28/06/2015,white bread,11858
30763,4185,16/01/2015,pip fruit,11859
30764,4185,16/01/2015,curd,11859
30765,4185,16/01/2015,coffee,11859
30766,4185,16/01/2015,rolls/buns,11859
30767,4185,20/11/2014,rolls/buns,11860
30768,4185,20/11/2014,fruit/vegetable juice,11860
30769,4186,25/10/2015,whipped/sour cream,11861
30770,4186,25/10/2015,whole milk,11861
30771,4186,25/10/2015,oil,11861
30772,4187,4/5/2014,whipped/sour cream,11862
30773,4187,4/5/2014,soda,11862
30774,4187,4/5/2014,white bread,11862
30775,4187,4/5/2014,snack products,11862
30776,4187,9/5/2015,dog food,11863
30777,4187,9/5/2015,pork,11863
30778,4187,10/4/2015,whole milk,11864
30779,4187,10/4/2015,specialty cheese,11864
30780,4187,14/09/2015,pip fruit,11865
30781,4187,14/09/2015,sliced cheese,11865
30782,4187,14/09/2015,sugar,11865
30783,4187,16/04/2014,canned beer,11866
30784,4187,16/04/2014,pastry,11866
30785,4187,19/04/2014,pip fruit,11867
30786,4187,19/04/2014,onions,11867
30787,4187,28/10/2015,rolls/buns,11868
30788,4187,28/10/2015,berries,11868
30789,4187,28/10/2015,canned vegetables,11868
30790,4187,28/10/2015,dessert,11868
30791,4187,31/07/2015,sausage,11869
30792,4187,31/07/2015,bottled beer,11869
30793,4188,20/08/2014,soda,11870
30794,4188,20/08/2014,shopping bags,11870
30795,4189,7/4/2015,rolls/buns,11871
30796,4189,7/4/2015,soda,11871
30797,4189,7/4/2015,snack products,11871
30798,4189,7/4/2015,long life bakery product,11871
30799,4189,11/9/2015,sausage,11872
30800,4189,11/9/2015,whole milk,11872
30801,4190,7/12/2014,canned beer,11873
30802,4190,7/12/2014,shopping bags,11873
30803,4190,4/4/2015,citrus fruit,11874
30804,4190,4/4/2015,newspapers,11874
30805,4190,23/09/2015,pip fruit,11875
30806,4190,23/09/2015,citrus fruit,11875
30807,4190,24/08/2014,chicken,11876
30808,4190,24/08/2014,flower (seeds),11876
30809,4190,24/12/2015,frankfurter,11877
30810,4190,24/12/2015,root vegetables,11877
30811,4190,24/12/2015,fruit/vegetable juice,11877
30812,4190,24/12/2015,margarine,11877
30813,4190,27/12/2015,whole milk,11878
30814,4190,27/12/2015,soda,11878
30815,4190,27/12/2015,newspapers,11878
30816,4190,28/06/2014,specialty bar,11879
30817,4190,28/06/2014,bottled water,11879
30818,4190,30/09/2014,domestic eggs,11880
30819,4190,30/09/2014,sugar,11880
30820,4190,30/12/2014,soda,11881
30821,4190,30/12/2014,cake bar,11881
30822,4191,5/8/2014,citrus fruit,11882
30823,4191,5/8/2014,white bread,11882
30824,4191,10/11/2014,other vegetables,11883
30825,4191,10/11/2014,spread cheese,11883
30826,4191,3/11/2015,tropical fruit,11884
30827,4191,3/11/2015,whipped/sour cream,11884
30828,4191,10/5/2015,pork,11885
30829,4191,10/5/2015,long life bakery product,11885
30830,4191,14/03/2014,liver loaf,11886
30831,4191,14/03/2014,margarine,11886
30832,4191,14/03/2014,cat food,11886
30833,4191,28/04/2015,other vegetables,11887
30834,4191,28/04/2015,chicken,11887
30835,4192,8/6/2014,beverages,11888
30836,4192,8/6/2014,whole milk,11888
30837,4192,12/9/2015,chewing gum,11889
30838,4192,12/9/2015,coffee,11889
30839,4192,12/9/2015,sugar,11889
30840,4192,16/12/2015,yogurt,11890
30841,4192,16/12/2015,chicken,11890
30842,4192,16/12/2015,UHT/milk,11890
30843,4192,16/12/2015,bottled water,11890
30844,4192,17/02/2014,root vegetables,11891
30845,4192,17/02/2014,canned beer,11891
30846,4192,17/02/2014,whole milk,11891
30847,4192,17/02/2014,oil,11891
30848,4192,22/02/2014,butter,11892
30849,4192,22/02/2014,seasonal products,11892
30850,4193,14/06/2014,sauces,11893
30851,4193,14/06/2014,shopping bags,11893
30852,4193,29/12/2014,bottled beer,11894
30853,4193,29/12/2014,pastry,11894
30854,4193,30/04/2014,ketchup,11895
30855,4193,30/04/2014,whole milk,11895
30856,4193,30/08/2015,meat,11896
30857,4193,30/08/2015,specialty chocolate,11896
30858,4194,7/2/2015,bottled water,11897
30859,4194,7/2/2015,cream cheese ,11897
30860,4194,7/2/2015,pip fruit,11897
30861,4194,7/2/2015,hygiene articles,11897
30862,4194,11/5/2015,cleaner,11898
30863,4194,11/5/2015,chewing gum,11898
30864,4194,19/11/2014,pastry,11899
30865,4194,19/11/2014,newspapers,11899
30866,4194,21/07/2014,photo/film,11900
30867,4194,21/07/2014,whole milk,11900
30868,4194,23/02/2014,root vegetables,11901
30869,4194,23/02/2014,bottled beer,11901
30870,4194,25/12/2014,frozen vegetables,11902
30871,4194,25/12/2014,fruit/vegetable juice,11902
30872,4195,9/9/2014,berries,11903
30873,4195,9/9/2014,shopping bags,11903
30874,4195,1/10/2015,bottled beer,11904
30875,4195,1/10/2015,other vegetables,11904
30876,4195,1/10/2015,root vegetables,11904
30877,4195,1/10/2015,cream cheese ,11904
30878,4195,1/10/2015,waffles,11904
30879,4195,1/10/2015,rolls/buns,11904
30880,4195,4/5/2015,salty snack,11905
30881,4195,4/5/2015,other vegetables,11905
30882,4196,3/2/2014,flower (seeds),11906
30883,4196,3/2/2014,flower (seeds),11906
30884,4196,6/11/2014,rolls/buns,11907
30885,4196,6/11/2014,newspapers,11907
30886,4196,7/11/2015,brown bread,11908
30887,4196,7/11/2015,whipped/sour cream,11908
30888,4196,9/7/2015,rolls/buns,11909
30889,4196,9/7/2015,other vegetables,11909
30890,4196,27/07/2014,other vegetables,11910
30891,4196,27/07/2014,whole milk,11910
30892,4197,5/4/2014,coffee,11911
30893,4197,5/4/2014,long life bakery product,11911
30894,4197,3/11/2015,soda,11912
30895,4197,3/11/2015,pastry,11912
30896,4197,3/11/2015,rolls/buns,11912
30897,4197,6/2/2015,chicken,11913
30898,4197,6/2/2015,house keeping products,11913
30899,4197,13/05/2015,butter,11914
30900,4197,13/05/2015,cream,11914
30901,4197,26/10/2015,beef,11915
30902,4197,26/10/2015,sausage,11915
30903,4197,26/10/2015,pet care,11915
30904,4197,26/10/2015,yogurt,11915
30905,4197,26/10/2015,newspapers,11915
30906,4197,26/10/2015,soda,11915
30907,4197,29/09/2014,pastry,11916
30908,4197,29/09/2014,detergent,11916
30909,4198,10/11/2014,whole milk,11917
30910,4198,10/11/2014,rolls/buns,11917
30911,4198,10/11/2014,canned fish,11917
30912,4198,18/03/2015,beef,11918
30913,4198,18/03/2015,yogurt,11918
30914,4199,5/4/2014,root vegetables,11919
30915,4199,5/4/2014,specialty cheese,11919
30916,4199,5/4/2014,curd,11919
30917,4199,4/8/2015,soda,11920
30918,4199,4/8/2015,candles,11920
30919,4199,4/8/2015,rolls/buns,11920
30920,4199,24/08/2014,beef,11921
30921,4199,24/08/2014,margarine,11921
30922,4199,24/08/2014,baking powder,11921
30923,4199,29/12/2015,pip fruit,11922
30924,4199,29/12/2015,UHT/milk,11922
30925,4200,23/06/2014,hamburger meat,11923
30926,4200,23/06/2014,salty snack,11923
30927,4200,23/06/2014,shopping bags,11923
30928,4201,1/9/2014,pip fruit,11924
30929,4201,1/9/2014,whipped/sour cream,11924
30930,4201,6/8/2014,flower (seeds),11925
30931,4201,6/8/2014,bottled beer,11925
30932,4201,12/9/2014,curd,11926
30933,4201,12/9/2014,syrup,11926
30934,4201,14/10/2015,tropical fruit,11927
30935,4201,14/10/2015,house keeping products,11927
30936,4201,17/11/2014,soda,11928
30937,4201,17/11/2014,dessert,11928
30938,4201,21/10/2014,rolls/buns,11929
30939,4201,21/10/2014,chewing gum,11929
30940,4202,12/7/2014,citrus fruit,11930
30941,4202,12/7/2014,rolls/buns,11930
30942,4202,12/7/2014,long life bakery product,11930
30943,4202,2/5/2015,yogurt,11931
30944,4202,2/5/2015,other vegetables,11931
30945,4202,2/12/2015,coffee,11932
30946,4202,2/12/2015,pip fruit,11932
30947,4202,16/02/2014,female sanitary products,11933
30948,4202,16/02/2014,other vegetables,11933
30949,4202,18/02/2015,soda,11934
30950,4202,18/02/2015,meat,11934
30951,4202,28/02/2014,popcorn,11935
30952,4202,28/02/2014,long life bakery product,11935
30953,4204,1/4/2014,pastry,11936
30954,4204,1/4/2014,white bread,11936
30955,4204,11/11/2014,curd,11937
30956,4204,11/11/2014,whipped/sour cream,11937
30957,4204,6/5/2015,spread cheese,11938
30958,4204,6/5/2015,shopping bags,11938
30959,4204,16/10/2015,whole milk,11939
30960,4204,16/10/2015,curd,11939
30961,4204,16/10/2015,rolls/buns,11939
30962,4204,16/10/2015,rolls/buns,11939
30963,4205,22/02/2015,beef,11940
30964,4205,22/02/2015,herbs,11940
30965,4205,29/01/2015,citrus fruit,11941
30966,4205,29/01/2015,whipped/sour cream,11941
30967,4206,4/4/2014,rolls/buns,11942
30968,4206,4/4/2014,root vegetables,11942
30969,4206,7/4/2014,whipped/sour cream,11943
30970,4206,7/4/2014,domestic eggs,11943
30971,4206,9/9/2014,oil,11944
30972,4206,9/9/2014,bottled beer,11944
30973,4206,11/12/2014,whole milk,11945
30974,4206,11/12/2014,margarine,11945
30975,4206,14/01/2014,rolls/buns,11946
30976,4206,14/01/2014,rolls/buns,11946
30977,4206,18/09/2014,chocolate,11947
30978,4206,18/09/2014,mustard,11947
30979,4206,18/09/2014,rolls/buns,11947
30980,4206,27/11/2014,frozen vegetables,11948
30981,4206,27/11/2014,fruit/vegetable juice,11948
30982,4207,8/7/2015,rolls/buns,11949
30983,4207,8/7/2015,pet care,11949
30984,4207,17/03/2015,frozen dessert,11950
30985,4207,17/03/2015,rolls/buns,11950
30986,4207,21/10/2014,whole milk,11951
30987,4207,21/10/2014,candy,11951
30988,4207,28/08/2015,sausage,11952
30989,4207,28/08/2015,other vegetables,11952
30990,4207,28/08/2015,citrus fruit,11952
30991,4207,28/08/2015,curd,11952
30992,4207,28/08/2015,red/blush wine,11952
30993,4207,28/08/2015,dessert,11952
30994,4207,28/08/2015,specialty chocolate,11952
30995,4207,28/08/2015,white bread,11952
30996,4207,28/08/2015,pastry,11952
30997,4208,3/2/2014,pork,11953
30998,4208,3/2/2014,rolls/buns,11953
30999,4209,18/03/2014,newspapers,11954
31000,4209,18/03/2014,chocolate,11954
31001,4209,29/07/2014,liquor (appetizer),11955
31002,4209,29/07/2014,long life bakery product,11955
31003,4210,7/8/2015,chicken,11956
31004,4210,7/8/2015,other vegetables,11956
31005,4210,17/03/2014,tropical fruit,11957
31006,4210,17/03/2014,shopping bags,11957
31007,4211,2/5/2014,rolls/buns,11958
31008,4211,2/5/2014,curd cheese,11958
31009,4211,3/4/2014,bottled beer,11959
31010,4211,3/4/2014,napkins,11959
31011,4211,3/4/2014,whole milk,11959
31012,4211,16/09/2014,tropical fruit,11960
31013,4211,16/09/2014,pastry,11960
31014,4211,16/09/2014,margarine,11960
31015,4211,22/03/2014,rolls/buns,11961
31016,4211,22/03/2014,detergent,11961
31017,4211,29/05/2014,whipped/sour cream,11962
31018,4211,29/05/2014,newspapers,11962
31019,4212,12/5/2014,organic sausage,11963
31020,4212,12/5/2014,rolls/buns,11963
31021,4212,1/5/2015,other vegetables,11964
31022,4212,1/5/2015,tropical fruit,11964
31023,4212,7/4/2015,chicken,11965
31024,4212,7/4/2015,whipped/sour cream,11965
31025,4212,14/03/2014,dessert,11966
31026,4212,14/03/2014,butter,11966
31027,4212,31/03/2015,yogurt,11967
31028,4212,31/03/2015,other vegetables,11967
31029,4212,31/03/2015,soft cheese,11967
31030,4213,6/11/2014,coffee,11968
31031,4213,6/11/2014,rolls/buns,11968
31032,4213,23/08/2015,hamburger meat,11969
31033,4213,23/08/2015,pork,11969
31034,4213,23/08/2015,chicken,11969
31035,4213,23/08/2015,whole milk,11969
31036,4213,28/04/2014,other vegetables,11970
31037,4213,28/04/2014,seasonal products,11970
31038,4214,3/10/2014,sausage,11971
31039,4214,3/10/2014,cake bar,11971
31040,4214,10/7/2014,yogurt,11972
31041,4214,10/7/2014,domestic eggs,11972
31042,4214,7/10/2015,long life bakery product,11973
31043,4214,7/10/2015,citrus fruit,11973
31044,4214,7/10/2015,rolls/buns,11973
31045,4214,9/6/2015,tropical fruit,11974
31046,4214,9/6/2015,chewing gum,11974
31047,4214,20/03/2015,sausage,11975
31048,4214,20/03/2015,root vegetables,11975
31049,4214,31/08/2014,other vegetables,11976
31050,4214,31/08/2014,dog food,11976
