,itemDescription,InvoiceNum
30067,canned beer,13838
30068,whipped/sour cream,13838
30069,bottled beer,13839
30070,shopping bags,13839
30071,tropical fruit,13840
30072,whipped/sour cream,13840
30073,whipped/sour cream,13840
30074,onions,13841
30075,bottled beer,13841
30076,yogurt,13841
30077,rolls/buns,13841
30078,canned beer,13842
30079,citrus fruit,13842
30080,rolls/buns,13843
30081,misc. beverages,13843
30082,hamburger meat,13844
30083,oil,13844
30084,newspapers,13845
30085,shopping bags,13845
30086,citrus fruit,13846
30087,sausage,13846
30088,brown bread,13846
30089,ice cream,13847
30090,whole milk,13847
30091,other vegetables,13848
30092,soda,13848
30093,beef,13849
30094,root vegetables,13850
30095,yogurt,13850
30096,soda,13850
30097,shopping bags,13850
30098,oil,13850
30099,shopping bags,13850
30100,pork,13851
30101,canned beer,13851
30102,tropical fruit,13852
30103,whole milk,13852
30104,rolls/buns,13853
30105,domestic eggs,13853
30106,yogurt,13854
30107,margarine,13854
30108,newspapers,13854
30109,beef,13855
30110,butter,13855
30111,pork,13856
30112,beverages,13856
30113,oil,13857
30114,root vegetables,13858
30115,rolls/buns,13858
30116,whole milk,13858
30117,citrus fruit,13859
30118,butter milk,13860
30119,bottled water,13860
30120,shopping bags,13860
30121,bottled water,13861
30122,other vegetables,13862
30123,whole milk,13862
30124,hamburger meat,13863
30125,whole milk,13863
30126,onions,13864
30127,bottled water,13864
30128,pastry,13864
30129,rolls/buns,13865
30130,specialty chocolate,13865
30131,white bread,13865
30132,curd,13866
30133,newspapers,13867
30134,newspapers,13867
30135,misc. beverages,13868
30136,frankfurter,13869
30137,whole milk,13869
30138,rolls/buns,13869
30139,sausage,13870
30140,rolls/buns,13870
30141,root vegetables,13870
30142,soda,13871
30143,coffee,13872
30144,hamburger meat,13873
30145,curd,13873
30146,whole milk,13874
30147,bottled beer,13874
30148,sausage,13875
30149,bottled water,13875
30150,whole milk,13875
30151,soda,13875
30152,whole milk,13876
30153,dessert,13876
30154,ham,13877
30155,cream cheese ,13877
30156,other vegetables,13878
30157,coffee,13879
30158,whole milk,13879
30159,soda,13880
30160,soda,13880
30161,pip fruit,13880
30162,soda,13880
30163,whole milk,13880
30164,whole milk,13881
30165,dessert,13881
30166,grapes,13882
30167,brown bread,13882
30168,other vegetables,13882
30169,soda,13883
30170,yogurt,13883
30171,berries,13884
30172,other vegetables,13884
30173,hamburger meat,13885
30174,candy,13885
30175,coffee,13885
30176,pip fruit,13886
30177,whole milk,13886
30178,whole milk,13886
30179,tropical fruit,13887
30180,butter,13887
30181,hard cheese,13889
30182,rolls/buns,13890
30183,tropical fruit,13891
30184,frozen vegetables,13891
30185,sausage,13892
30186,canned beer,13892
30187,frozen meals,13893
30188,whole milk,13893
30189,sausage,13894
30190,chocolate,13894
30191,cream cheese ,13895
30192,whole milk,13896
30193,fruit/vegetable juice,13896
30194,soda,13897
30195,root vegetables,13897
30196,pastry,13898
30197,pork,13899
30198,brown bread,13899
30199,ham,13900
30200,meat,13901
30201,other vegetables,13901
30202,canned beer,13901
30203,sausage,13902
30204,citrus fruit,13902
30205,butter,13902
30206,specialty bar,13902
30207,salty snack,13902
30208,other vegetables,13903
30209,beef,13904
30210,root vegetables,13904
30211,citrus fruit,13905
30212,other vegetables,13905
30213,pork,13906
30214,domestic eggs,13906
30215,pork,13907
30216,root vegetables,13907
30217,other vegetables,13908
30218,salty snack,13908
30219,frankfurter,13910
30220,napkins,13910
30221,yogurt,13911
30222,other vegetables,13911
30223,pastry,13912
30224,whole milk,13912
30225,whole milk,13913
30226,domestic eggs,13913
30227,pork,13914
30228,newspapers,13914
30229,pip fruit,13915
30230,newspapers,13915
30231,other vegetables,13916
30232,whipped/sour cream,13916
30233,whole milk,13917
30234,whole milk,13918
30235,butter milk,13918
30236,bottled water,13919
30237,newspapers,13919
30238,beef,13920
30239,bottled beer,13920
30240,misc. beverages,13921
30241,bottled water,13921
30242,pastry,13922
30243,specialty chocolate,13922
30244,root vegetables,13924
30245,margarine,13924
30246,rolls/buns,13924
30247,soda,13925
30248,newspapers,13926
30249,newspapers,13926
30250,sausage,13927
30251,sausage,13928
30252,bottled beer,13928
30253,grapes,13929
30254,napkins,13929
30255,soda,13930
30256,coffee,13930
30257,pip fruit,13931
30258,tropical fruit,13931
30259,whole milk,13931
30260,tropical fruit,13932
30261,yogurt,13932
30262,brown bread,13932
30263,shopping bags,13932
30264,canned beer,13933
30265,citrus fruit,13933
30266,newspapers,13934
30267,waffles,13934
30268,salty snack,13934
30269,citrus fruit,13935
30270,hygiene articles,13935
30271,bottled water,13936
30272,salty snack,13936
30273,pork,13937
30274,sausage,13937
30275,frankfurter,13937
30276,other vegetables,13937
30277,pork,13937
30278,curd,13937
30279,curd,13937
30280,margarine,13937
30281,whole milk,13938
30282,yogurt,13938
30283,fruit/vegetable juice,13938
30284,tropical fruit,13939
30285,pip fruit,13939
30286,chocolate,13940
30287,frankfurter,13941
30288,yogurt,13941
30289,tropical fruit,13942
30290,specialty bar,13942
30291,whole milk,13943
30292,coffee,13943
30293,other vegetables,13944
30294,whole milk,13944
30295,chocolate,13945
30296,soda,13946
30297,curd,13946
30298,rolls/buns,13946
30299,rolls/buns,13947
30300,oil,13947
30301,tropical fruit,13948
30302,bottled water,13948
30303,beverages,13949
30304,other vegetables,13949
30305,UHT/milk,13950
30306,cream cheese ,13951
30307,specialty bar,13952
30308,bottled water,13953
30309,grapes,13953
30310,sausage,13954
30311,canned beer,13954
30312,pastry,13955
30313,other vegetables,13955
30314,sausage,13956
30315,margarine,13956
30316,rolls/buns,13957
30317,rolls/buns,13957
30318,fruit/vegetable juice,13958
30319,tropical fruit,13958
30320,hygiene articles,13959
30321,tropical fruit,13960
30322,hamburger meat,13961
30323,yogurt,13961
30324,sausage,13962
30325,other vegetables,13962
30326,whole milk,13963
30327,bottled water,13963
30328,other vegetables,13964
30329,rolls/buns,13964
30330,tropical fruit,13965
30331,pastry,13965
30332,root vegetables,13966
30333,citrus fruit,13967
30334,hamburger meat,13967
30335,sausage,13968
30336,whole milk,13968
30337,rolls/buns,13969
30338,butter milk,13970
30339,whole milk,13970
30340,white bread,13970
30341,rolls/buns,13970
30342,brown bread,13971
30343,shopping bags,13971
30344,other vegetables,13972
30345,rolls/buns,13973
30346,whole milk,13973
30347,whole milk,13974
30348,tropical fruit,13974
30349,whole milk,13975
30350,other vegetables,13976
30351,chicken,13976
30352,other vegetables,13977
30353,rolls/buns,13977
30354,beverages,13977
30355,bottled water,13978
30356,root vegetables,13978
30357,rolls/buns,13979
30358,root vegetables,13979
30359,yogurt,13979
30360,frankfurter,13980
30361,whole milk,13980
30362,pastry,13981
30363,soda,13981
30364,other vegetables,13982
30365,rolls/buns,13982
30366,white bread,13983
30367,pip fruit,13983
30368,beef,13984
30369,margarine,13984
30370,frozen vegetables,13985
30371,whole milk,13986
30372,butter,13986
30373,shopping bags,13987
30374,fruit/vegetable juice,13987
30375,whole milk,13988
30376,root vegetables,13988
30377,other vegetables,13989
30378,sliced cheese,13989
30379,rolls/buns,13990
30380,yogurt,13990
30381,napkins,13990
30382,yogurt,13990
30383,candy,13990
30384,sliced cheese,13990
30385,soda,13991
30386,napkins,13991
30387,pip fruit,13992
30388,shopping bags,13992
30389,soda,13993
30390,other vegetables,13993
30391,pip fruit,13994
30392,bottled beer,13994
30393,beef,13995
30394,sausage,13996
30395,pork,13996
30396,yogurt,13996
30397,napkins,13996
30398,whole milk,13997
30399,tropical fruit,13997
30400,rolls/buns,13997
30401,rolls/buns,13997
30402,tropical fruit,13998
30403,rolls/buns,13998
30404,specialty chocolate,13999
30405,hamburger meat,13999
30406,curd,14000
30407,whole milk,14000
30408,sliced cheese,14001
30409,brown bread,14002
30410,bottled water,14003
30411,rolls/buns,14003
30412,other vegetables,14004
30413,curd,14004
30414,beef,14005
30415,onions,14005
30416,butter,14006
30417,other vegetables,14006
30418,soda,14006
30419,yogurt,14006
30420,UHT/milk,14006
30421,pastry,14007
30422,pork,14008
30423,root vegetables,14008
30424,bottled beer,14009
30425,other vegetables,14010
30426,whole milk,14010
30427,sausage,14011
30428,grapes,14011
30429,yogurt,14012
30430,onions,14013
30431,soda,14013
30432,dessert,14014
30433,whole milk,14014
30434,rolls/buns,14015
30435,bottled water,14016
30436,UHT/milk,14016
30437,coffee,14017
30438,other vegetables,14017
30439,margarine,14017
30440,domestic eggs,14017
30441,frozen vegetables,14018
30442,sausage,14019
30443,fruit/vegetable juice,14019
30444,beef,14020
30445,ice cream,14021
30446,butter,14021
30447,chicken,14022
30448,whole milk,14022
30449,whole milk,14022
30450,other vegetables,14023
30451,whole milk,14023
30452,onions,14024
30453,waffles,14024
30454,oil,14025
30455,citrus fruit,14025
30456,ham,14026
30457,meat,14026
30458,beverages,14027
30459,citrus fruit,14027
30460,tropical fruit,14027
30461,soda,14027
30462,pastry,14028
30463,hard cheese,14028
30464,coffee,14028
30465,hygiene articles,14028
30466,coffee,14029
30467,whole milk,14030
30468,domestic eggs,14030
30469,soda,14031
30470,other vegetables,14031
30471,sausage,14032
30472,pastry,14032
30473,bottled beer,14032
30474,UHT/milk,14032
30475,soda,14033
30476,napkins,14033
30477,hamburger meat,14034
30478,soda,14034
30479,other vegetables,14035
30480,yogurt,14035
30481,salty snack,14035
30482,citrus fruit,14036
30483,onions,14036
30484,salty snack,14036
30485,brown bread,14036
30486,frankfurter,14037
30487,whole milk,14037
30488,fruit/vegetable juice,14037
30489,candy,14037
30490,frankfurter,14038
30491,other vegetables,14038
30492,soda,14039
30493,bottled beer,14040
30494,rolls/buns,14040
30495,soda,14040
30496,pip fruit,14041
30497,pastry,14041
30498,long life bakery product,14042
30499,pastry,14043
30500,shopping bags,14043
30501,bottled water,14044
30502,ham,14045
30503,rolls/buns,14045
30504,shopping bags,14045
30505,margarine,14046
30506,newspapers,14046
30507,sausage,14047
30508,sugar,14047
30509,hygiene articles,14048
30510,bottled water,14048
30511,ham,14049
30512,whole milk,14049
30513,frozen vegetables,14050
30514,yogurt,14050
30515,meat,14051
30516,ham,14051
30517,tropical fruit,14052
30518,pastry,14052
30519,pip fruit,14053
30520,root vegetables,14054
30521,other vegetables,14054
30522,bottled beer,14054
30523,other vegetables,14055
30524,cream cheese ,14055
30525,tropical fruit,14055
30526,root vegetables,14055
30527,specialty chocolate,14055
30528,frankfurter,14056
30529,shopping bags,14056
30530,rolls/buns,14057
30531,fruit/vegetable juice,14057
30532,soda,14058
30533,soda,14058
30534,other vegetables,14059
30535,whole milk,14059
30536,pork,14060
30537,newspapers,14060
30538,napkins,14060
30539,chicken,14061
30540,root vegetables,14061
30541,yogurt,14061
30542,dessert,14062
30543,root vegetables,14063
30544,dessert,14063
30545,tropical fruit,14064
30546,root vegetables,14064
30547,tropical fruit,14065
30548,yogurt,14066
30549,brown bread,14066
30550,pork,14067
30551,whipped/sour cream,14067
30552,yogurt,14068
30553,whipped/sour cream,14068
30554,pork,14069
30555,butter,14069
30556,shopping bags,14069
30557,hard cheese,14069
30558,butter,14070
30559,candy,14070
30560,chicken,14071
30561,soda,14071
30562,rolls/buns,14072
30563,meat,14073
30564,whipped/sour cream,14073
30565,yogurt,14074
30566,UHT/milk,14074
30567,dessert,14074
30568,pip fruit,14075
30569,whole milk,14076
30570,meat,14077
30571,rolls/buns,14077
30572,sugar,14078
30573,bottled beer,14078
30574,other vegetables,14079
30575,beef,14079
30576,whole milk,14079
30577,chocolate,14079
30578,sugar,14079
30579,whole milk,14080
30580,citrus fruit,14080
30581,long life bakery product,14080
30582,salty snack,14080
30583,chocolate,14080
30584,root vegetables,14081
30585,fruit/vegetable juice,14081
30586,specialty chocolate,14081
30587,canned beer,14082
30588,rolls/buns,14082
30589,beef,14083
30590,whole milk,14083
30591,whipped/sour cream,14084
30592,curd,14084
30593,fruit/vegetable juice,14085
30594,tropical fruit,14086
30595,coffee,14086
30596,tropical fruit,14087
30597,bottled water,14087
30598,other vegetables,14088
30599,whipped/sour cream,14088
30600,soda,14089
30601,canned beer,14089
30602,soda,14089
30603,yogurt,14089
30604,frozen meals,14090
30605,yogurt,14090
30606,misc. beverages,14091
30607,pip fruit,14091
30608,rolls/buns,14092
30609,bottled beer,14092
30610,white bread,14092
30611,root vegetables,14093
30612,pip fruit,14094
30613,butter,14094
30614,fruit/vegetable juice,14095
30615,frankfurter,14096
30616,frankfurter,14096
30617,ham,14096
30618,beef,14096
30619,other vegetables,14096
30620,domestic eggs,14096
30621,margarine,14096
30622,root vegetables,14097
30623,frozen vegetables,14097
30624,salty snack,14098
30625,rolls/buns,14098
30626,butter,14098
30627,tropical fruit,14098
30628,pastry,14098
30629,root vegetables,14098
30630,fruit/vegetable juice,14098
30631,dessert,14099
30632,curd,14099
30633,whole milk,14099
30634,bottled water,14099
30635,other vegetables,14100
30636,canned beer,14101
30637,grapes,14101
30638,whole milk,14101
30639,dessert,14101
30640,beverages,14102
30641,other vegetables,14102
30642,curd,14102
30643,sausage,14103
30644,newspapers,14103
30645,soda,14103
30646,pip fruit,14105
30647,white bread,14105
30648,margarine,14105
30649,newspapers,14106
30650,misc. beverages,14106
30651,pastry,14107
30652,newspapers,14107
30653,pip fruit,14108
30654,whole milk,14108
30655,pip fruit,14109
30656,onions,14109
30657,yogurt,14109
30658,rolls/buns,14110
30659,rolls/buns,14111
30660,pork,14111
30661,whole milk,14112
30662,whole milk,14112
30663,pastry,14112
30664,citrus fruit,14113
30665,hard cheese,14113
30666,other vegetables,14114
30667,bottled beer,14114
30668,soda,14115
30669,pip fruit,14115
30670,tropical fruit,14116
30671,domestic eggs,14116
30672,whipped/sour cream,14116
30673,brown bread,14117
30674,beef,14118
30675,misc. beverages,14118
30676,frankfurter,14119
30677,curd,14119
30678,butter milk,14120
30679,domestic eggs,14120
30680,root vegetables,14121
30681,bottled beer,14121
30682,newspapers,14121
30683,margarine,14121
30684,domestic eggs,14121
30685,shopping bags,14121
30686,frankfurter,14122
30687,shopping bags,14122
30688,bottled water,14122
30689,soda,14123
30690,soda,14123
30691,oil,14123
30692,whole milk,14124
30693,specialty chocolate,14124
30694,bottled beer,14124
30695,canned beer,14124
30696,rolls/buns,14124
30697,hamburger meat,14125
30698,pork,14125
30699,yogurt,14125
30700,soda,14126
30701,napkins,14127
30702,whipped/sour cream,14127
30703,sausage,14128
30704,grapes,14128
30705,bottled beer,14128
30706,citrus fruit,14129
30707,meat,14129
30708,butter milk,14130
30709,dessert,14130
30710,root vegetables,14131
30711,pastry,14131
30712,soda,14131
30713,chicken,14132
30714,butter,14133
30715,fruit/vegetable juice,14133
30716,meat,14134
30717,citrus fruit,14134
30718,coffee,14135
30719,other vegetables,14136
30720,newspapers,14136
30721,whole milk,14137
30722,yogurt,14138
30723,curd,14138
30724,rolls/buns,14138
30725,whipped/sour cream,14138
30726,tropical fruit,14139
30727,soda,14139
30728,frozen vegetables,14140
30729,margarine,14141
30730,root vegetables,14142
30731,tropical fruit,14143
30732,whipped/sour cream,14143
30733,canned beer,14144
30734,curd,14145
30735,bottled beer,14145
30736,other vegetables,14146
30737,salty snack,14147
30738,other vegetables,14147
30739,yogurt,14147
30740,other vegetables,14147
30741,pip fruit,14148
30742,sausage,14149
30743,whipped/sour cream,14149
30744,whole milk,14150
30745,yogurt,14150
30746,sausage,14151
30747,butter,14151
30748,cream cheese ,14151
30749,citrus fruit,14152
30750,other vegetables,14152
30751,pip fruit,14152
30752,pork,14152
30753,soda,14152
30754,yogurt,14152
30755,whole milk,14153
30756,other vegetables,14153
30757,canned beer,14154
30758,bottled beer,14154
30759,pip fruit,14154
30760,candy,14154
30761,meat,14155
30762,hamburger meat,14155
30763,frankfurter,14156
30764,citrus fruit,14157
30765,coffee,14157
30766,soda,14158
30767,frankfurter,14158
30768,soda,14158
30769,salty snack,14158
30770,bottled water,14158
30771,frozen vegetables,14158
30772,yogurt,14158
30773,sausage,14159
30774,oil,14159
30775,pip fruit,14160
30776,pastry,14160
30777,sausage,14161
30778,citrus fruit,14162
30779,specialty bar,14162
30780,root vegetables,14163
30781,dessert,14163
30782,specialty chocolate,14164
30783,whipped/sour cream,14165
30784,other vegetables,14165
30785,root vegetables,14166
30786,pip fruit,14166
30787,newspapers,14167
30788,candy,14167
30789,soda,14168
30790,sausage,14168
30791,whole milk,14168
30792,beverages,14168
30793,shopping bags,14168
30794,frankfurter,14169
30795,other vegetables,14169
30796,citrus fruit,14170
30797,brown bread,14170
30798,root vegetables,14171
30799,shopping bags,14172
30800,yogurt,14172
30801,soda,14173
30802,curd,14173
30803,beverages,14174
30804,sugar,14174
30805,ham,14175
30806,cream cheese ,14175
30807,sausage,14176
30808,whole milk,14177
30809,rolls/buns,14177
30810,rolls/buns,14178
30811,domestic eggs,14178
30812,rolls/buns,14179
30813,margarine,14180
30814,canned beer,14181
30815,berries,14181
30816,other vegetables,14182
30817,rolls/buns,14183
30818,other vegetables,14183
30819,bottled beer,14184
30820,curd,14184
30821,whipped/sour cream,14185
30822,coffee,14185
30823,hamburger meat,14186
30824,beef,14186
30825,bottled beer,14186
30826,whole milk,14186
30827,chocolate,14186
30828,other vegetables,14187
30829,UHT/milk,14187
30830,sausage,14188
30831,yogurt,14188
30832,root vegetables,14189
30833,coffee,14189
30834,napkins,14189
30835,butter,14190
30836,tropical fruit,14191
30837,canned beer,14192
30838,tropical fruit,14192
30839,fruit/vegetable juice,14192
30840,shopping bags,14192
30841,chocolate,14193
30842,hard cheese,14193
30843,soda,14194
30844,brown bread,14194
30845,shopping bags,14195
30846,shopping bags,14195
30847,pastry,14196
30848,chocolate,14197
30849,waffles,14197
30850,soda,14198
30851,beef,14199
30852,frozen vegetables,14199
30853,sausage,14200
30854,whole milk,14200
30855,sausage,14201
30856,UHT/milk,14201
30857,rolls/buns,14202
30858,pork,14203
30859,fruit/vegetable juice,14204
30860,whole milk,14205
30861,shopping bags,14205
30862,other vegetables,14206
30863,candy,14206
30864,other vegetables,14207
30865,whipped/sour cream,14207
30866,beef,14208
30867,butter milk,14208
30868,yogurt,14208
30869,soda,14208
30870,whole milk,14209
30871,fruit/vegetable juice,14209
30872,beef,14210
30873,domestic eggs,14210
30874,curd,14211
30875,margarine,14211
30876,ice cream,14212
30877,curd,14212
30878,beef,14213
30879,whole milk,14214
30880,shopping bags,14214
30881,candy,14215
30882,frozen vegetables,14215
30883,newspapers,14216
30884,bottled beer,14217
30885,root vegetables,14217
30886,pip fruit,14217
30887,other vegetables,14217
30888,dessert,14217
30889,rolls/buns,14217
30890,shopping bags,14217
30891,sausage,14218
30892,fruit/vegetable juice,14218
30893,sausage,14219
30894,long life bakery product,14219
30895,bottled water,14220
30896,bottled water,14220
30897,UHT/milk,14221
30898,sausage,14222
30899,soda,14222
30900,pork,14223
30901,pastry,14223
30902,soda,14224
30903,specialty chocolate,14224
30904,root vegetables,14225
30905,yogurt,14225
30906,bottled water,14226
30907,ice cream,14226
30908,root vegetables,14227
30909,beverages,14227
30910,oil,14228
30911,brown bread,14228
30912,bottled beer,14228
30913,sausage,14229
30914,rolls/buns,14229
30915,soda,14229
30916,other vegetables,14229
30917,ham,14230
30918,tropical fruit,14230
30919,sausage,14231
30920,sliced cheese,14231
30921,rolls/buns,14232
30922,curd,14233
30923,soda,14233
30924,frankfurter,14234
30925,soda,14234
30926,whole milk,14234
30927,whole milk,14234
30928,white bread,14235
30929,other vegetables,14235
30930,chicken,14236
30931,beef,14236
30932,rolls/buns,14237
30933,citrus fruit,14238
30934,pastry,14238
30935,sausage,14239
30936,root vegetables,14239
30937,whole milk,14240
30938,canned beer,14241
30939,napkins,14241
30940,pip fruit,14242
30941,soda,14242
30942,pip fruit,14243
30943,shopping bags,14243
30944,yogurt,14243
30945,rolls/buns,14244
30946,cream cheese ,14244
30947,dessert,14245
30948,frozen meals,14246
30949,brown bread,14246
30950,other vegetables,14246
30951,canned beer,14247
30952,sliced cheese,14247
30953,long life bakery product,14247
30954,rolls/buns,14248
30955,citrus fruit,14249
30956,other vegetables,14250
30957,hygiene articles,14250
30958,butter milk,14251
30959,long life bakery product,14252
30960,soda,14253
30961,frankfurter,14254
30962,grapes,14254
30963,soda,14254
30964,tropical fruit,14255
30965,soda,14255
30966,berries,14256
30967,butter,14256
30968,misc. beverages,14257
30969,whole milk,14258
30970,butter milk,14258
30971,beverages,14258
30972,tropical fruit,14259
30973,root vegetables,14260
30974,white bread,14260
30975,whole milk,14261
30976,bottled water,14262
30977,canned beer,14262
30978,tropical fruit,14263
30979,other vegetables,14263
30980,whole milk,14264
30981,sliced cheese,14264
30982,frozen meals,14265
30983,pork,14266
30984,whole milk,14266
30985,domestic eggs,14266
30986,butter milk,14267
30987,bottled beer,14267
30988,tropical fruit,14268
30989,other vegetables,14268
30990,butter,14268
30991,rolls/buns,14268
30992,coffee,14268
30993,pastry,14268
30994,whole milk,14269
30995,rolls/buns,14269
30996,other vegetables,14270
30997,whole milk,14270
30998,margarine,14271
30999,citrus fruit,14272
31000,brown bread,14272
31001,candy,14272
31002,domestic eggs,14272
31003,tropical fruit,14273
31004,whole milk,14273
31005,sausage,14274
31006,tropical fruit,14274
31007,yogurt,14274
31008,cream cheese ,14275
31009,onions,14276
31010,bottled beer,14276
31011,tropical fruit,14277
31012,waffles,14277
31013,butter,14278
31014,coffee,14278
31015,curd,14279
31016,beef,14280
31017,UHT/milk,14280
31018,misc. beverages,14280
31019,beverages,14281
31020,whole milk,14281
31021,domestic eggs,14281
31022,yogurt,14282
31023,meat,14283
31024,margarine,14283
31025,whole milk,14284
31026,curd,14285
31027,UHT/milk,14286
31028,sugar,14286
31029,brown bread,14287
31030,soda,14287
31031,chicken,14288
31032,margarine,14288
31033,whole milk,14289
31034,pip fruit,14289
31035,chicken,14290
31036,bottled beer,14291
31037,newspapers,14291
31038,bottled water,14292
31039,newspapers,14292
31040,canned beer,14293
31041,rolls/buns,14293
31042,rolls/buns,14293
31043,butter milk,14294
31044,yogurt,14295
31045,other vegetables,14295
31046,candy,14295
31047,sausage,14296
31048,canned beer,14296
31049,tropical fruit,14297
31050,rolls/buns,14297
31051,beverages,14298
31052,soda,14298
31053,curd,14298
31054,whole milk,14298
31055,margarine,14298
31056,citrus fruit,14299
31057,specialty chocolate,14299
31058,soda,14300
31059,rolls/buns,14300
31060,bottled water,14301
31061,beverages,14301
31062,pastry,14301
31063,pip fruit,14302
31064,bottled beer,14302
31065,other vegetables,14302
31066,white bread,14303
31067,whole milk,14303
31068,hygiene articles,14303
31069,root vegetables,14304
31070,soda,14304
31071,coffee,14304
31072,whole milk,14305
31073,whole milk,14305
31074,yogurt,14306
31075,grapes,14307
31076,long life bakery product,14307
31077,coffee,14308
31078,other vegetables,14309
31079,other vegetables,14309
31080,butter,14310
31081,UHT/milk,14311
31082,yogurt,14311
31083,salty snack,14311
31084,margarine,14312
31085,frankfurter,14313
31086,whole milk,14313
31087,rolls/buns,14314
31088,pip fruit,14315
31089,white bread,14315
31090,sliced cheese,14315
31091,canned beer,14316
31092,other vegetables,14317
31093,pastry,14317
31094,ice cream,14318
31095,rolls/buns,14318
31096,pastry,14319
31097,meat,14319
31098,whole milk,14320
31099,pip fruit,14320
31100,sausage,14321
31101,soda,14321
31102,bottled water,14321
31103,domestic eggs,14322
31104,sugar,14322
31105,other vegetables,14323
31106,pip fruit,14324
31107,pastry,14324
31108,rolls/buns,14324
31109,chocolate,14324
31110,soda,14324
31111,citrus fruit,14326
31112,chocolate,14326
31113,onions,14327
31114,long life bakery product,14327
31115,whole milk,14328
31116,domestic eggs,14328
31117,pastry,14329
31118,rolls/buns,14330
31119,grapes,14330
31120,domestic eggs,14330
31121,rolls/buns,14331
31122,white bread,14331
31123,beverages,14332
31124,yogurt,14332
31125,tropical fruit,14333
31126,whole milk,14333
31127,rolls/buns,14333
31128,cream cheese ,14333
31129,whole milk,14333
31130,shopping bags,14333
31131,rolls/buns,14334
31132,brown bread,14334
31133,ice cream,14335
31134,yogurt,14335
31135,pip fruit,14336
31136,pastry,14336
31137,bottled water,14337
31138,whole milk,14337
31139,whole milk,14338
31140,coffee,14338
31141,brown bread,14339
31142,other vegetables,14339
31143,UHT/milk,14340
31144,frozen meals,14340
31145,root vegetables,14341
31146,rolls/buns,14342
31147,whole milk,14343
31148,candy,14343
31149,newspapers,14344
31150,pip fruit,14345
31151,frozen vegetables,14345
31152,beef,14346
31153,root vegetables,14346
31154,tropical fruit,14347
31155,whipped/sour cream,14347
31156,butter milk,14348
31157,UHT/milk,14348
31158,ham,14349
31159,brown bread,14349
31160,butter,14349
31161,bottled water,14349
31162,soda,14350
31163,citrus fruit,14350
31164,whole milk,14351
31165,curd,14351
31166,hamburger meat,14352
31167,bottled water,14352
31168,other vegetables,14353
31169,rolls/buns,14353
31170,rolls/buns,14354
31171,whole milk,14354
31172,tropical fruit,14355
31173,ham,14356
31174,tropical fruit,14356
31175,whole milk,14357
31176,newspapers,14357
31177,root vegetables,14358
31178,rolls/buns,14358
31179,curd,14359
31180,bottled water,14359
31181,canned beer,14360
31182,frankfurter,14360
31183,brown bread,14360
31184,pip fruit,14360
31185,frozen vegetables,14360
31186,beef,14361
31187,margarine,14361
31188,whole milk,14362
31189,dessert,14362
31190,rolls/buns,14363
31191,pork,14363
31192,canned beer,14363
31193,root vegetables,14363
31194,canned beer,14363
31195,shopping bags,14363
31196,oil,14363
31197,soda,14363
31198,whole milk,14364
31199,whole milk,14364
31200,frozen vegetables,14365
31201,fruit/vegetable juice,14365
31202,shopping bags,14366
31203,cream cheese ,14366
31204,root vegetables,14367
31205,salty snack,14367
31206,tropical fruit,14368
31207,yogurt,14368
31208,pip fruit,14368
31209,yogurt,14368
31210,yogurt,14368
31211,soda,14369
31212,ice cream,14369
31213,bottled beer,14370
31214,oil,14370
31215,citrus fruit,14371
31216,waffles,14371
31217,whole milk,14372
31218,whole milk,14373
31219,sausage,14373
31220,yogurt,14373
31221,other vegetables,14373
31222,misc. beverages,14373
31223,brown bread,14374
31224,frozen meals,14374
31225,whole milk,14374
31226,hard cheese,14374
31227,whole milk,14375
31228,beef,14375
31229,tropical fruit,14375
31230,tropical fruit,14375
31231,whole milk,14375
31232,domestic eggs,14375
31233,coffee,14375
31234,other vegetables,14375
31235,root vegetables,14376
31236,bottled beer,14376
31237,rolls/buns,14377
31238,yogurt,14377
31239,frozen vegetables,14377
31240,rolls/buns,14378
31241,pastry,14378
31242,misc. beverages,14379
31243,rolls/buns,14379
31244,frankfurter,14380
31245,other vegetables,14380
31246,whole milk,14380
31247,white bread,14381
31248,specialty bar,14382
31249,soda,14382
31250,shopping bags,14383
31251,bottled beer,14383
31252,soda,14384
31253,curd,14384
31254,onions,14385
31255,pip fruit,14385
31256,domestic eggs,14386
31257,whole milk,14386
31258,whole milk,14387
31259,rolls/buns,14387
31260,frankfurter,14388
31261,dessert,14388
31262,shopping bags,14389
31263,margarine,14389
31264,whole milk,14390
31265,root vegetables,14390
31266,soda,14390
31267,hamburger meat,14391
31268,frozen vegetables,14391
31269,curd,14392
31270,rolls/buns,14392
31271,beverages,14393
31272,root vegetables,14393
31273,pip fruit,14394
31274,pip fruit,14394
31275,newspapers,14395
31276,whole milk,14395
31277,whipped/sour cream,14396
31278,cream cheese ,14396
31279,sausage,14397
31280,sliced cheese,14397
31281,other vegetables,14397
31282,bottled beer,14397
31283,soda,14397
31284,pork,14398
31285,ham,14398
31286,specialty chocolate,14398
31287,whole milk,14398
31288,long life bakery product,14398
31289,chocolate,14399
31290,curd,14399
31291,salty snack,14399
31292,pork,14400
31293,bottled water,14400
31294,bottled water,14400
31295,other vegetables,14401
31296,hard cheese,14401
31297,citrus fruit,14402
31298,bottled beer,14402
31299,whole milk,14403
31300,long life bakery product,14403
31301,soda,14404
31302,frozen vegetables,14404
31303,brown bread,14404
31304,yogurt,14404
